"Data_Zone","Intermediate_Zone","Council_area","Total_population","Working_age_population","Income_rate","Income_count","Employment_rate","Employment_count","CIF","ALCOHOL","DRUG","SMR","DEPRESS","LBWT","EMERG","Attendance","Attainment","no_qualifications","not_participating","University","drive_petrol","drive_GP","drive_post","drive_primary","drive_retail","drive_secondary","PT_GP","PT_post","PT_retail","Broadband","crime_count","crime_rate","overcrowded_count","nocentralheat_count","overcrowded_rate","nocentralheat_rate"
"S01010527","Lochaber East and North","Highland",802,477,0.17,133,0.13,64,130,114.6020838,102.7150166,86.60245877,0.197515528,0.176470588,91.12564144,0.86893,5.8214285714,98.15967471,0.028037383,0.063636,13.26289342,1.115996094,1.471685268,2.286624365,16.12900112,2.183041958,4.552678571,6.389313616,24.48969866,0.119626168,21.3235243205816,265.879355618225,66,50,0.07424072,0.05624297
"S01009535","Kirkcaldy Gallatown and Sinclairtown","Fife",747,486,0.4,302,0.24,118,210,217.6843578,728.8090391,192.1409217,0.229166667,0.094339623,158.5760169,0.63889,5.0526315789,165.5879052,0.13559322,0.025641,1.721174603,3.613968254,1.966904762,2.689896907,4.43615873,3.318208955,9.630730159,6.922642857,18.17731746,0,48.3896824581235,647.786913763367,114,2,0.181240064,0.00317965
"S01011757","Abronhill South","North Lanarkshire",684,418,0.19,132,0.16,66,175,86.59247966,92.48073873,154.5277464,0.256222548,0,134.4609671,0.75521,5.4230769231,142.8468976,0.043859649,0.075758,2.03504788,2.791173051,2.038495212,3.754303797,2.203437073,5.152801858,12.79086525,11.34549932,11.64567031,0,36.2060941828255,529.32886232201,82,14,0.112328767,0.019178082
"S01011305","Dalry West","North Ayrshire",802,532,0.17,140,0.13,68,115,130.1113762,172.8744833,97.37141295,0.2,0.097560976,125.5545605,0.8373,5.6,120.7112942,0.016806723,0.066176,7.044366707,1.874683353,3.098036791,2.67452381,3.463585645,8.491978022,5.91524427,9.260379976,10.08913752,0,16.0448681996635,200.060700743934,113,0,0.136308806,0
"S01012133","Paisley Central","Renfrewshire",775,592,0.14,110,0.11,67,105,170.5297716,242.5342492,134.7110198,0.14,0.038461539,94.0629388,0.75,5.1666666667,74.46691089,0.060606061,0.012295,4.205285161,2.04797619,1.963233666,3.439458955,4.350874862,4.283487654,7.452408638,6.32606866,7.731539313,0.017167382,51.4476301930954,663.840389588327,145,27,0.193333333,0.036
"S01013020","Cambusbarron","Stirling",472,291,0.11,53,0.11,32,105,24.15380135,134.2991264,114.8187329,0.233183857,0.043478261,104.3125339,0.84706,5,112.2231377,0,0.069767,6.257017167,3.993932403,1.460869099,2.186513158,6.869388412,5.073661972,14.24465129,4.879479614,19.42781652,0,14.3778841967784,304.616190609712,53,2,0.113733906,0.004291845
"S01007056","Deer and Mormond","Aberdeenshire",666,440,0.05,32,0.04,17,65,55.55929545,0,104.5054179,0.145896657,0,82.47258015,0.82645,5.8571428571,77.14783442,0.027027027,0.0625,5.938146552,7.9231779,6.04140674,5.856441441,20.33854232,14.85908602,22.90230995,16.55596983,52.09447296,0.823275862,4.07964205816555,61.2558867592425,50,29,0.081433225,0.04723127
"S01012855","Burgh, Eastfield and Silverbank","South Lanarkshire",585,446,0.05,32,0.06,26,80,65.763753,61.26885747,120.3387117,0.141196013,0,80.78475528,0.86822,6.0476190476,68.97483421,0.013513514,0.137931,1.792348131,1.366300623,3.529813084,2.305669643,2.708298287,2.897345679,4.858917445,8.351713396,5.8444081,0,15.0640417457305,257.504987106505,52,11,0.080996885,0.017133956
"S01011333","Largs North","North Ayrshire",750,343,0.03,21,0.03,10,55,83.26481905,0,84.86370299,0.137837838,0,65.84071048,0.91089,6.25,33.73932951,0,0.114943,4.994911323,3.348079809,3.067639836,4.362352941,4.044450887,4.920677083,7.676350614,4.457029332,5.565358117,0.217672414,9.02523836231071,120.336511497476,21,15,0.028649386,0.020463847
"S01007982","New Farm Loch South","East Ayrshire",526,291,0.08,44,0.05,15,60,26.59646048,0,56.97460763,0.158301158,0.333333333,91.22095076,0.88983,6.1176470588,95.52433331,0.026315789,0.048544,2.535058366,2.96276751,1.262402724,2.998181818,4.764985409,2.783253012,9.707879377,4.505603113,17.31877432,0,6.05107132374523,115.039378778426,18,0,0.035019455,0
"S01011592","Sunnyside and Cliftonville","North Lanarkshire",667,427,0.25,166,0.19,81,190,291.2500292,222.2127183,108.4562925,0.223227753,0.083333333,159.0301714,0.68966,4.7058823529,213.3449984,0.103448276,0.040816,3.469343972,3.231439716,2.813492908,2.411988304,4.060567376,3.717777778,8.395851064,9.272776596,8.912900709,0,15.0858725761773,226.175001142088,94,2,0.133333333,0.002836879
"S01011478","Ladywell","North Lanarkshire",1023,682,0.04,46,0.03,21,70,24.475169,0,96.80787733,0.147894221,0.038461539,100.0930073,0.91923,6.2093023256,38.71868928,0.012121212,0.144279,1.561214623,2.519893868,2.855877358,2.806851064,4.015160377,2.106089109,7.924792453,7.759620283,12.37891509,0,20.1144967682364,196.62264680583,27,9,0.025471698,0.008490566
"S01007177","Arbroath Kirkton","Angus",620,381,0.16,97,0.14,54,105,77.65581977,176.5975279,119.9207414,0.222585925,0,76.87207876,0.79167,5.4375,122.1493234,0.08988764,0.03937,2.399211569,4.91774168,5.15909271,1.78288961,3.523771791,2.742828947,11.05849445,10.47490095,6.945935024,0,22.5351577347016,363.470286043575,67,14,0.106180666,0.022187005
"S01006759","Danestone","Aberdeen City",592,386,0.02,14,0.02,7,20,6.083609546,26.86902555,82.15932197,0.142372881,0.0625,61.28469835,0.83688,6.0434782609,49.44818154,0.009615385,0.147727,2.517852941,2.167794118,4.064571429,2.554831461,2.61444958,5.530299145,8.424621849,12.12756303,7.885941176,0,5.06326735154097,85.5281647219758,27,2,0.045378151,0.003361345
"S01006843","Portlethen","Aberdeenshire",803,550,0.02,13,0.02,12,35,25.90533916,17.46516054,45.65233342,0.158463385,0.03030303,45.78279929,0.92432,6.05,72.21240696,0.017241379,0.096774,1.240152695,2.607766467,2.338458084,2.972848485,2.116404192,3.186915888,11.26597904,10.54883234,7.502799401,0,5.09955257270693,63.5062586887539,30,0,0.035928144,0
"S01010534","Badenoch and Strathspey South","Highland",884,557,0.08,68,0.08,42,70,65.36919283,54.03932597,76.22744171,0.141884223,0.035714286,78.73405356,0.82126,5.6470588235,79.17867216,0.00729927,0.081967,7.652745763,2.225161017,1.509666667,2.252771084,1.765468927,3.339078947,7.791875706,6.548463277,6.347152542,0.01703163,9.13865328024927,103.378430772051,88,26,0.099773243,0.029478458
"S01008276","IZ19","East Lothian",534,325,0.04,22,0.02,7,35,32.96295645,0,33.76947012,0.147874307,0,50.69672297,0.92424,6.5454545455,46.06875168,0,0.21875,1.42427289,3.768617594,3.911117594,4.130677966,4.542423698,4.885981595,8.798141831,12.25052962,12.25902154,0.147058824,NA,NA,31,4,0.055655296,0.007181329
"S01013417","Bathgate East","West Lothian",812,557,0.15,124,0.15,81,140,356.3125188,105.6448865,80.44766225,0.190876351,0.083333333,116.9896301,0.768,5.7272727273,115.4979073,0.057971014,0.020408,2.208788063,3.550545067,1.527490865,1.947177419,2.106443362,4.616010638,11.16061815,4.610526797,5.692174178,0,63.328300346868,779.905176685566,117,8,0.14408867,0.009852217
"S01010805","Thurso West","Highland",802,484,0.07,55,0.07,35,60,95.0546669,138.9178899,62.59162412,0.138387485,0,73.19122135,0.84694,5.5,50.56206238,0.052631579,0.053691,1.766524033,1.685416178,3.549243845,2.510879397,3.317470692,3.560241379,4.899510551,8.703426143,6.780041032,0.014051522,16.2464947204431,202.574747137695,33,8,0.038686987,0.009378664
"S01012147","Paisley Gallowhill and Hillington","Renfrewshire",714,470,0.3,215,0.22,102,200,211.7001738,318.3983787,147.554952,0.261904762,0.020833333,163.4599323,0.73333,5,169.2584472,0.048387097,0.04878,2.939903718,3.802988048,1.249770916,2.426737968,3.202652722,5.269367816,10.46035525,5.165683931,12.49480744,0,24.2106495026331,339.084726927635,130,15,0.172642762,0.019920319
"S01008341","Mearns Village, Westacres and Greenfarm","East Renfrewshire",645,440,0.02,16,0.02,8,30,17.56003821,23.64237855,79.36840046,0.103235747,0.066666667,66.91557421,0.89773,6.4864864865,27.4579923,0,0.28,3.108585714,2.778214286,2.491085714,3.5738,3.8669,6.728985149,9.784214286,9.825771429,16.6596,0,4.03703703703704,62.5897215044502,10,0,0.014285714,0
"S01010941","Penicuik Southwest","Midlothian",823,499,0.02,20,0.02,10,45,33.28152915,0,59.06476409,0.164821648,0,72.00446292,0.90426,5.8888888889,37.0817054,0.007518797,0.092025,3.887619186,4.463950581,3.758607558,2.43976378,6.115328488,3.755239726,11.8319186,8.884197674,11.43575581,0.352760736,7.17152858809802,87.1388649829649,44,0,0.051162791,0
"S01009378","Rosyth South","Fife",980,670,0.14,138,0.08,54,105,125.2469837,29.89792859,33.77583772,0.19123506,0.127659575,93.94109256,0.70988,4.7333333333,92.45819539,0.057894737,0.034091,1.805191147,3.783033199,2.079756036,2.496942568,5.645254024,8.549425837,13.60811368,5.514758551,19.65953219,0,22.1786044599733,226.312290407891,149,0,0.149899396,0
"S01007654","Annandale East","Dumfries and Galloway",1106,627,0.13,147,0.07,46,115,98.04812167,50.49214407,131.3395194,0.210810811,0.034482759,104.8386937,0.84291,5.09375,131.6261367,0.007407407,0.066351,8.571884058,1.387880435,1.241668931,2.32390873,10.60453804,12.04286885,7.354311594,5.789397645,19.51522645,0.12959381,33.0448572723154,298.778094686396,82,31,0.078095238,0.02952381
"S01011624","Chapelhall East","North Lanarkshire",653,426,0.15,97,0.12,51,150,147.0470331,0,84.21271985,0.23125,0.058823529,120.5534521,0.79216,5.68,112.7002442,0,0.178571,3.86567867,2.827953601,2.842240305,3.150259067,7.24732687,5.64758794,6.504411357,5.671987535,14.15717798,0.012048193,18.1030470914127,277.22889879652,48,4,0.066481994,0.005540166
"S01010944","Penicuik Southwest","Midlothian",574,341,0.19,110,0.16,52,100,192.3830908,310.2914491,74.02901371,0.232727273,0.078947368,134.2920822,0.70896,5.1904761905,136.204238,0.014925373,0.008772,1.29806872,2.679293049,1.896417852,2.292633333,4.40549763,1.9875,8.107432859,5.009707741,7.232349921,0.123778502,39.9556592765461,696.091625026935,92,2,0.156462585,0.003401361
"S01013201","IZ13","West Dunbartonshire",822,534,0.39,317,0.25,134,225,219.3223998,298.8905761,163.7031262,0.321472393,0.131578947,159.944952,0.57634,4.6451612903,223.8883753,0.092857143,0.021622,4.835711876,3.903876518,4.222408907,2.718204633,5.384760459,7.005117647,10.55417004,8.347192982,9.120978408,0,30.2130044843049,367.554799079135,126,1,0.170040486,0.001349528
"S01007452","Clackmannan, Kennet and Forestmill","Clackmannanshire",778,537,0.12,94,0.1,53,115,133.4996977,0,122.3243945,0.250759878,0.041666667,108.3801001,0.70423,5.09375,156.2518799,0.110169492,0.066225,3.346559546,1.345321361,1.279692817,2.718525346,6.757372401,8.809461078,5.180434783,4.742254253,15.51900047,0.065420561,25.583430571762,328.835868531645,80,2,0.152963671,0.003824092
"S01007771","Barnhill","Dundee City",557,303,0.03,15,0.03,8,45,6.575744931,65.74670881,90.58442412,0.128801431,0,76.67461399,0.90551,6.0625,41.02198889,0.015625,0.211765,1.477725564,4.505197368,2.197739662,3.527919708,4.11862782,2.654,11.10642387,7.475507519,10.76634398,0,5.11067475901464,91.7535863377852,12,0,0.022556391,0
"S01012007","Luncarty and Dunkeld","Perth and Kinross",749,412,0.08,59,0.04,18,70,64.48016588,26.11246194,81.88907026,0.205298013,0,71.89140011,0.84921,6.2857142857,52.0862123,0.027777778,0.126437,3.159960025,3.422106396,2.570046125,2.736880734,3.125719557,18.27707447,9.447337023,7.20200492,8.707366236,0.181818182,NA,NA,44,21,0.055696203,0.026582278
"S01007046","New Pitsligo","Aberdeenshire",573,369,0.08,46,0.06,22,85,29.48939125,27.61373876,77.10817497,0.181328546,0,75.20635538,0.86364,5.4117647059,110.168649,0.070175439,0.04,11.60522213,11.06033972,8.934133275,7.517305195,16.19305314,14.37177632,29.02041594,22.61191855,43.22430749,0.287671233,4.07964205816555,71.1979416782818,28,5,0.048780488,0.008710801
"S01011911","Letham","Perth and Kinross",662,399,0.09,60,0.05,20,90,104.7075059,26.89927299,88.87663318,0.186046512,0,95.26286359,0.81595,5.1428571429,122.2128329,0.042105263,0.040984,1.683728549,5.42025351,4.578904056,1.794454545,1.340530421,5.09627551,14.67451638,10.30130265,4.615210608,0,8.22990420658059,124.318794661338,45,13,0.070202808,0.020280811
"S01007344","Rothesay Town","Argyll and Bute",443,239,0.16,73,0.11,27,100,174.5892359,50.6584059,99.9283319,0.167441861,0.1,85.15887,0.83544,5.8125,83.87229118,0.01754386,0.128205,2.088171558,3.475045147,2.118036117,3.3570625,1.795891648,5.174285714,8.966472912,5.630925508,4.499108352,0,7.08834134615385,160.007705330787,25,16,0.057077626,0.03652968
"S01011337","Skelmorlie and Rural","North Ayrshire",678,408,0.05,32,0.03,14,50,52.63093399,0,60.94638046,0.147275405,0,66.5769552,0.85965,6.375,33.25422567,0,0.082707,2.624002933,1.608665689,1.23077346,3.292647059,12.34944282,12.57925,6.684849707,5.151099707,21.21210411,0.031847134,NA,NA,16,3,0.023460411,0.004398827
"S01012943","Stewartfield West","South Lanarkshire",747,495,0.06,47,0.03,17,70,80.97487973,96.01008578,80.34463599,0.146702557,0,101.5589268,0.9087,5.8965517241,64.41455338,0.030534351,0.093407,2.428392144,4.751304927,3.765758988,2.885055249,2.987666445,6.088060606,16.11319574,12.31968043,9.807070573,0.09118541,8.03415559772296,107.552283771392,17,7,0.022636485,0.009320905
"S01011924","Hillyland, Tulloch and Inveralmond","Perth and Kinross",420,254,0.15,62,0.14,34,130,168.1079993,267.2955129,117.0616276,0.186761229,0.035714286,124.0481108,0.74627,5.3125,128.1556148,0.029850746,0.025641,2.938887665,6.070748899,4.750071586,2.07748,4.187736784,6.630783133,14.80872247,15.99710352,10.08407489,0,9.25864223240317,220.443862676266,41,2,0.09030837,0.004405286
"S01009045","Stornoway East","Na h-Eileanan an Iar",630,359,0.08,53,0.07,26,95,50.04697315,51.20383875,102.4079387,0.187697161,0.117647059,85.1309131,0.91724,5.1666666667,79.61630708,0.028169014,0.072165,3.263593272,3.741907492,3.827763761,3.223877551,5.583803517,4.681019417,9.240244648,10.12875,11.78763761,0.147909968,4.07662835249042,64.708386547467,30,7,0.047619048,0.011111111
"S01012866","Burnhill and Bankhead North","South Lanarkshire",745,505,0.17,130,0.11,57,135,151.8650596,39.92318656,100.5288729,0.202666667,0.055555556,99.55451838,0.80791,5.6428571429,136.1281468,0.03539823,0.115044,3.915937917,1.904355808,1.705751001,2.628444444,4.153988652,6.157272727,6.556198264,5.830751001,7.820514019,0,23.0981973434535,310.042917361792,75,12,0.100133511,0.016021362
"S01010980","Bonnyrigg North","Midlothian",735,447,0.16,116,0.15,65,125,181.790707,143.5903236,116.8741208,0.233333333,0,118.7511584,0.82979,5.36,102.9643488,0,0.065359,3.706715956,2.500959422,5.210017194,2.295710526,1.739683631,4.750904762,6.898538514,14.49855571,4.517630674,0,59.4212368728121,808.452202351185,55,4,0.07565337,0.005502063
"S01012012","Pitlochry","Perth and Kinross",697,375,0.05,36,0.04,16,60,57.01011244,30.57373743,68.72114709,0.181954887,0,67.83560532,0.80899,5.6153846154,62.38095251,0.023809524,0.134328,3.406680835,5.494327666,4.118601236,4.087204301,4.510251159,4.897016807,15.91189335,12.69777821,13.02334621,0.288508557,3.08621407746772,44.2785376968109,24,17,0.038338658,0.02715655
"S01009093","Larbert - North Broomage and Inches","Falkirk",721,476,0.17,120,0.13,63,155,170.521813,133.3687653,100.2331668,0.258953168,0,127.1575636,0.75909,5.75,104.3176499,0.024390244,0.055556,3.100745161,4.157867742,1.629829032,3.144553073,5.690925806,7.740461538,7.502490323,4.0918,9.117083871,0,17.4107289107289,241.480290023979,78,6,0.100645161,0.007741935
"S01013080","Causewayhead","Stirling",890,584,0.06,53,0.04,25,80,12.95074437,17.23813667,74.40458508,0.153933866,0.047619048,70.62866728,0.94304,6,51.89731464,0,0.059289,4.667586108,4.070809414,1.267792767,5.459088235,5.110301378,4.480743802,5.426653272,3.642451206,9.139856487,0.068459658,7.1889420983892,80.7746303189798,42,7,0.049065421,0.00817757
"S01012557","Barassie","South Ayrshire",619,350,0.03,16,0.03,10,35,21.65552469,0,57.90461921,0.128125,0.083333333,82.01882367,0.87903,6,35.81277827,0.02020202,0.151899,3.955133648,2.903553459,2.120621069,2.765773196,4.873981918,7.529605263,13.2979717,12.39045597,15.66465409,0,NA,NA,43,4,0.067610063,0.006289308
"S01009718","St Andrews South East","Fife",699,488,0.12,82,0.07,36,70,73.71142387,79.05900779,113.0905456,0.211267606,0.043478261,80.48605319,0.73282,4.9375,101.9836079,0.012820513,0.016598,2.590153899,2.455147059,1.662329001,2.719280822,5.168673051,4.126830986,6.400259918,5.137681259,9.688043776,0,11.0893022299866,158.645239341726,109,5,0.149110807,0.006839945
"S01006638","Hanover South","Aberdeen City",779,663,0.15,114,0.13,88,135,183.2239433,176.5529744,157.1514118,0.189526185,0.047619048,114.6984657,0.61224,5,83.5127677,0.090909091,0.013072,2.279436451,1.045155875,2.145044964,1.784827586,2.792541966,4.78125,3.874181655,6.174823141,7.882233213,0,58.7339012778752,753.965356583764,221,36,0.26498801,0.043165468
"S01009021","Benbecula and North Uist","Na h-Eileanan an Iar",700,391,0.08,54,0.06,22,65,224.8089659,27.41735034,78.67918455,0.139737991,0.055555556,97.00096757,0.84559,5.9285714286,84.49324626,0.026666667,0.180328,10.18009234,19.82488372,10.14817373,10.50153285,19.84563611,36.13414286,43.06038532,19.2852907,43.88249658,0.288503254,4.07662835249042,58.2375478927203,14,33,0.019151847,0.045143639
"S01007281","Angus Glens","Angus",879,568,0.05,41,0.04,23,60,11.63065517,0,63.64694685,0.165308498,0.076923077,90.73886614,0.88298,5.8518518519,82.36916136,0,0.137255,10.81847293,11.85517875,11.02649387,5.596794872,11.02671604,10.17465409,31.00052094,28.832131,29.08018131,0.707446809,NA,NA,51,25,0.057627119,0.028248588
"S01009122","Carse and Grangemouth Old Town","Falkirk",1726,1094,0.05,93,0.05,54,70,52.91925292,32.65178588,106.94399,0.177206393,0.037037037,84.29033938,0.81695,5.6279069767,105.0958186,0.092198582,0.124324,4.570040497,5.860345572,4.231158207,3.048289474,8.237556695,8.80632107,15.51365821,10.69424406,19.42437365,0.327889447,28.6764946764947,166.144233351649,80,10,0.087051143,0.010881393
"S01009278","Valleyfield Culross and Torryburn","Fife",561,361,0.03,15,0.02,9,50,13.29149176,51.15564051,68.86896624,0.144620811,0,86.42930108,0.91195,5.9,47.5713008,0,0.092308,3.966627907,4.715201252,3.851149374,3.092291667,13.05003578,14.23605932,9.290375671,8.727567084,20.55537567,0,NA,NA,17,3,0.030411449,0.005366726
"S01011048","South Speyside and the Cabrach","Moray",960,579,0.08,80,0.07,43,65,119.1159445,17.38668727,91.81242384,0.224468085,0.075,89.89036284,0.83721,5,115.0214032,0.042735043,0.027473,1.520956853,1.868959391,1.427682741,2.024086294,19.06586041,11.54524752,5.636741117,5.156263959,53.19193401,0,23.5439588688946,245.249571550985,82,11,0.084102564,0.011282051
"S01011105","Elgin Cathedral to Ashgrove and Pinefield","Moray",793,447,0.13,106,0.12,54,110,160.9840599,38.864096,75.54583625,0.223214286,0.042553192,113.9362256,0.76563,5.5555555556,104.7919152,0.013157895,0.043103,1.403867334,3.262744055,2.841645807,3.294571429,1.993060075,6.018534483,12.74537547,10.90586358,8.024730914,0.001845018,19.4493573264781,245.263017988375,93,2,0.116834171,0.002512563
"S01013055","Borestone","Stirling",750,511,0.14,105,0.11,57,115,74.38127087,284.5963394,97.10419588,0.185654008,0.025,130.7875011,0.76336,5.8,131.5389736,0.115384615,0.045455,2.125021802,2.476486192,1.649204215,1.905520833,5.630345203,3.203465909,7.22393532,3.902776163,12.3665189,0,30.8097518502394,410.796691336526,63,2,0.091569767,0.002906977
"S01013370","Blaeberry Hill and East Whitburn","West Lothian",677,417,0.23,154,0.21,88,175,129.9239725,428.4197495,182.7947449,0.295950156,0.083333333,165.4837451,0.74016,5.5384615385,164.1516994,0.044117647,0.068627,3.23099187,3.659504065,1.92099187,1.388590604,3.249943089,2.857102804,8.624821138,7.310398374,7.060073171,0,20.4284839828606,301.750132686272,72,2,0.12371134,0.003436426
"S01013413","Bathgate East","West Lothian",761,450,0.09,67,0.04,18,75,80.81543416,0,103.0167446,0.161981258,0.083333333,108.8182321,0.86294,5.9523809524,45.76057617,0.022222222,0.09375,1.215615335,2.845196521,1.977429124,2.599882507,1.787944588,3.598634812,8.308002577,7.581198454,5.498849871,0.100558659,15.3213629871455,201.331970921754,43,0,0.055412371,0
"S01012787","Burnbank Central and Udston","South Lanarkshire",565,399,0.11,62,0.1,38,110,34.97091939,20.85955462,110.4942775,0.165492958,0.071428571,87.207126,0.82308,5.2307692308,113.803536,0.068181818,0.147541,1.717909091,1.316859091,1.473690909,1.755232558,1.666572727,3.276915584,4.954636364,5.114781818,5.316381818,0,7.02988614800759,124.42276368155,39,7,0.070909091,0.012727273
"S01012221","Linwood South","Renfrewshire",613,357,0.22,135,0.13,47,170,221.4172604,79.26841483,125.3751738,0.26709062,0.12,143.12369,0.87097,5.375,156.8831804,0.045454545,0.091837,2.170015924,1.848634554,2.261457006,2.9165,1.402890127,3.968161765,5.678009554,6.247854299,3.619339172,0.034912718,19.1667641895846,312.671520221608,81,5,0.128980892,0.007961783
"S01012391","Lerwick South","Shetland Islands",1112,690,0.03,35,0.04,30,60,73.34831557,40.53473021,31.25135955,0.135454546,0.04,85.55984274,0.86406,5.8983050847,39.4376287,0,0.084211,5.579508528,5.146447487,6.164135996,4.305150602,7.062980251,11.17943925,15.78920557,18.71997307,19.23520646,0.333333333,11.3859649122807,102.391770793891,41,22,0.036804309,0.019748654
"S01007343","Bute","Argyll and Bute",614,365,0.06,35,0.07,25,90,45.4886742,0,88.89729234,0.198003328,0.2,62.77295674,0.91525,5.6875,84.46891516,0.028169014,0.088608,9.702043011,10.03389785,5.366939324,8.533239437,10.39848694,10.49321101,25.19502112,12.71786098,20.57870776,0.515486726,13.1640625,214.398412052117,27,51,0.041602465,0.078582435
"S01009708","Anstruther","Fife",1012,564,0.13,133,0.08,44,90,59.789636,102.0828171,156.6184217,0.255387931,0.048780488,82.61883455,0.84541,5.8275862069,80.01795901,0.021505376,0.108844,6.350135468,1.860628079,3.457298851,5.784881423,3.491469622,4.514174757,7.450964696,12.46004105,12.63944171,0.231448763,11.0893022299866,109.578085276548,25,6,0.043630017,0.010471204
"S01010779","Wick South","Highland",706,436,0.24,172,0.17,72,130,219.2077354,326.1812101,97.64336578,0.229080933,0.03125,115.9619008,0.73786,4.3846153846,146.8847226,0.065934066,0.024,1.813474741,2.796998057,1.200521373,3.138636364,2.059203368,3.191617647,11.6155829,6.476761658,7.084536917,0.396907216,53.8165137614679,762.273566026458,77,4,0.100130039,0.00520156
"S01010687","Ross and Cromarty South West","Highland",845,472,0.07,57,0.06,30,50,97.27323917,0,95.33744219,0.102206736,0.052631579,57.49906294,0.91089,5.8709677419,59.69008241,0.01754386,0.133333,5.857604415,5.251921241,3.832452267,4.65672619,7.671172434,5.2818,20.17290871,13.87917363,24.82342681,0.401960784,9.13865328024927,108.14974296153,24,24,0.029813665,0.029813665
"S01011308","Fairlie and Rural","North Ayrshire",489,301,0.03,16,0.03,10,50,0,38.20017599,84.20615614,0.152654867,0,94.25279889,0.89773,6.1666666667,55.6826938,0.019607843,0.119048,9.069762731,4.573298611,4.90546875,5.518391304,13.14488426,14.04403509,18.80572917,19.71537037,36.22774016,0.568888889,10.0280426247897,205.072446314717,23,0,0.053240741,0
"S01008385","Stamperland","East Renfrewshire",681,375,0.02,13,0.02,8,60,43.26188614,0,43.23409116,0.133633634,0.066666667,55.40239926,0.95327,6.1923076923,25.55617396,0.009433962,0.190476,1.871836053,2.102385015,2.04722181,3.753425,2.551468843,6.17022293,6.871468843,6.888412463,7.201498516,0,20.1851851851852,296.405068798608,16,2,0.023738872,0.002967359
"S01009505","Kirkcaldy Templehall East","Fife",796,506,0.3,238,0.2,102,160,252.2982174,504.5625255,172.530017,0.225181598,0.158730159,142.6132083,0.62807,4.6571428571,179.3480377,0.076923077,0.04,1.96502754,3.241585067,1.163586291,2.646245552,1.356067931,4.409206349,7.978053856,4.161575887,4.312750918,0.016,72.5845236871853,911.865875467152,109,0,0.133414933,0
"S01009648","Leven North","Fife",842,515,0.13,113,0.1,52,100,93.68224366,58.11911365,87.77017886,0.241745283,0.023809524,96.26828441,0.75566,5.4,120.3274418,0.069767442,0.051948,3.852293578,3.6709375,3.711419151,2.331682692,4.454142775,9.163765432,9.286462156,9.36453555,9.458345757,0,15.1217757681636,179.593536438998,83,11,0.095183486,0.012614679
"S01013057","Borestone","Stirling",941,607,0.28,267,0.21,124,180,195.8891327,351.9459291,138.4552255,0.208938548,0.163265306,142.7600932,0.63492,4.9090909091,173.698891,0.105263158,0.014493,3.461005747,3.710732759,1.322606322,2.555086505,6.855744253,3.73210084,11.84950862,3.364988506,17.83935632,0.091397849,63.6734871571615,676.657674358783,106,11,0.12183908,0.012643678
"S01009388","Inverkeithing East","Fife",726,495,0.28,204,0.18,87,135,219.4847488,252.9208687,114.1134277,0.183063512,0.136363636,152.0359345,0.7326,4.0967741935,155.5715288,0.114285714,0.017647,4.392505382,2.66032831,2.237734123,2.489652174,2.503210441,3.741678322,7.592906351,6.012564586,6.624477933,0,19.1542493063406,263.832635073561,151,4,0.162540366,0.004305705
"S01013087","Bridge of Allan and University","Stirling",989,652,0.01,11,0,2,20,7.959308638,0,100.8014044,0.100719425,0,51.87647691,0.92623,6.1764705882,20.45498999,0,0.189349,7.984613555,2.959372771,2.629375743,4.162842105,2.553124257,5.577135417,9.454542212,8.638085612,8.405689655,0.011661808,3.08097518502394,31.1524285644484,20,5,0.025940337,0.006485084
"S01006846","Portlethen","Aberdeenshire",532,364,0.03,15,0.05,20,55,45.98035582,0,89.3765519,0.170093458,0,98.15580897,0.8587,5.7142857143,65.13990538,0.033898305,0.093333,2.770526316,2.946796733,3.422663339,2.0816,3.645526316,3.386712329,10.06725045,9.103303085,8.254936479,0,7.13937360178971,134.19875191334,43,8,0.078039927,0.014519056
"S01011171","Arran","North Ayrshire",811,454,0.05,37,0.05,21,45,31.87296889,49.04614548,79.43537458,0.1625,0.083333333,83.53949658,0.88272,6.04,41.70153664,0,0.073171,12.64728453,5.295364641,3.625002762,5.203015267,21.10019613,28.96503876,17.22703591,10.10950276,47.14031031,0.301242236,3.0084127874369,37.095102187878,50,83,0.057077626,0.094748858
"S01011736","Greenfaulds","North Lanarkshire",756,483,0.15,117,0.07,36,105,57.77313256,18.40455115,122.3476169,0.185888738,0.107142857,107.8185516,0.81933,5.0344827586,85.98953714,0.019417476,0.041958,2.21849026,2.377964286,1.501564935,2.721866667,4.408116883,3.479016854,8.689503247,7.279006494,15.41052597,0,10.0572483841182,133.032386033309,85,36,0.11038961,0.046753247
"S01010619","Inverness Central, Raigmore and Longman","Highland",619,462,0.19,120,0.13,61,125,202.6548028,55.17758648,110.1381441,0.172638437,0.069767442,100.9269913,0.65487,5.1111111111,109.1051261,0.055555556,0.016,1.550703376,2.439839228,2.057909968,2.633423423,2.476109325,4.322380952,11.39836013,7.517005627,7.465558682,0.037735849,91.3865328024927,1476.35755739083,140,34,0.226171244,0.054927302
"S01012686","Strathaven South","South Lanarkshire",988,588,0.04,42,0.05,30,70,36.26215104,0,91.35188077,0.151269036,0.076923077,86.55004514,0.93548,6.1034482759,44.28400273,0.0078125,0.150685,0.968748683,2.241317176,1.504702318,3.278929961,1.738074289,2.236945813,8.414172813,5.47719705,5.782939937,0,21.0896584440228,213.458081417234,56,4,0.059511158,0.004250797
